user_pseudo_id,churned,xgb_churn_prob,lr_churn_prob,days_since_last_visit,total_sessions,total_orders,total_revenue,avg_order_value,avg_scroll_depth,intent_level_score,dropoff_reason_score,favorite_device,favorite_source,churn_risk_tier
uid_0125a077,0,0.39361706,0.5675059258781404,24,3,2.0,44.98,22.49,0.39999999999999997,5,5,desktop,direct,Low Risk
uid_0126bd7c,0,0.19825579,0.14982411630488707,8,2,0.0,0.0,0.0,0.47428571428571425,5,5,mobile,direct,Low Risk
uid_0128eb9d,0,0.12116551,0.11862880464865026,16,1,0.0,0.0,0.0,0.58,4,5,mobile,google,Low Risk
uid_012e10e7,1,0.9991578,0.9005175311079487,48,4,0.0,0.0,0.0,0.29571428571428576,2,2,mobile,instagram,High Risk
uid_0134c96a,1,0.99918777,0.9899635926572341,92,2,0.0,0.0,0.0,0.4575,4,3,mobile,google,High Risk
uid_01387622,0,0.3220297,0.48181938049711237,13,4,0.0,0.0,0.0,0.53375,5,5,mobile,email,Low Risk
uid_013d3941,1,0.10539754,0.04558136192916908,7,1,0.0,0.0,0.0,0.23,5,3,mobile,email,Low Risk
uid_014779e5,1,0.9991762,0.8916390718101207,58,2,0.0,0.0,0.0,0.36333333333333334,3,4,mobile,direct,High Risk
uid_0151a251,0,0.4309759,0.5115801336063843,29,3,0.0,0.0,0.0,0.4025,2,2,mobile,instagram,Medium Risk
uid_0152c6aa,0,0.07742938,0.06526539622515617,14,1,0.0,0.0,0.0,0.385,2,5,desktop,instagram,Low Risk
uid_015adb79,1,0.9988487,0.5898926136760814,46,1,0.0,0.0,0.0,0.255,2,2,mobile,tiktok,High Risk
uid_015b3b53,1,0.99912244,0.994906157091523,99,2,0.0,0.0,0.0,0.346,5,3,mobile,email,High Risk
uid_01624bc0,0,0.11431218,0.06980607337143321,10,1,0.0,0.0,0.0,0.5,4,5,mobile,referral,Low Risk
uid_016fa553,1,0.23280653,0.3109403068310898,26,2,0.0,0.0,0.0,0.485,4,4,mobile,google,Low Risk
uid_018a058e,1,0.20160829,0.14164877161961045,9,2,0.0,0.0,0.0,0.565,4,4,mobile,instagram,Low Risk
uid_018e4d14,0,0.14623807,0.1832861802873093,13,2,0.0,0.0,0.0,0.48599999999999993,4,4,desktop,google,Low Risk
uid_01905346,1,0.9989323,0.9491704842138574,73,1,0.0,0.0,0.0,0.495,4,3,mobile,google,High Risk
uid_019df1c8,1,0.9989636,0.9983779799136739,115,1,0.0,0.0,0.0,0.69,4,4,desktop,referral,High Risk
uid_01b48c91,0,0.086384386,0.03918678076469987,2,1,0.0,0.0,0.0,0.37,2,2,desktop,instagram,Low Risk
uid_01b7ca11,1,0.9988631,0.9976318616310911,114,1,0.0,0.0,0.0,0.465,3,4,mobile,direct,High Risk
uid_01c10ebd,1,0.9988427,0.9945450921738637,97,2,0.0,0.0,0.0,0.6533333333333333,5,4,mobile,email,High Risk
uid_01c36823,1,0.99914634,0.9626938798108908,69,2,0.0,0.0,0.0,0.4316666666666667,5,4,desktop,direct,High Risk
uid_01c3fb8b,1,0.9987821,0.9878143519239598,92,1,0.0,0.0,0.0,0.732,4,4,mobile,google,High Risk
uid_01d1778e,1,0.99876356,0.9999911544158392,182,1,0.0,0.0,0.0,0.475,2,2,mobile,google,High Risk
uid_01d69387,1,0.14531374,0.20023197429958672,29,1,0.0,0.0,0.0,0.4025,5,5,desktop,email,Low Risk
uid_01e1b2db,1,0.10961957,0.09319349646140503,12,1,0.0,0.0,0.0,0.5800000000000001,4,4,mobile,google,Low Risk
uid_01e2400e,1,0.99881387,0.8648648819006726,57,2,1.0,89.98,89.98,0.5416666666666666,5,5,desktop,email,High Risk
uid_01e8ef90,1,0.9988262,0.9788196734657804,81,1,0.0,0.0,0.0,0.5925,5,4,desktop,direct,High Risk
uid_01f14d6d,0,0.112508275,0.07744338614729035,8,1,0.0,0.0,0.0,0.6,5,3,desktop,email,Low Risk
uid_01fbba33,1,0.99873775,0.7784724452144033,58,1,0.0,0.0,0.0,0.3333333333333333,1,2,desktop,tiktok,High Risk
uid_01fd24f8,0,0.08673439,0.08083860953549474,11,1,0.0,0.0,0.0,0.29,4,5,desktop,google,Low Risk
uid_0205e9f4,0,0.10853457,0.10888989420101841,15,1,0.0,0.0,0.0,0.26,5,3,desktop,direct,Low Risk
uid_02066e63,0,0.08626284,0.04946274870845559,3,1,0.0,0.0,0.0,0.37666666666666665,5,3,desktop,email,Low Risk
uid_020c76f8,1,0.9986394,0.9995087466441015,136,1,0.0,0.0,0.0,0.5499999999999999,3,5,mobile,email,High Risk
uid_02121f3a,0,0.30229613,0.5023710294167026,31,2,0.0,0.0,0.0,0.36999999999999994,4,5,desktop,google,Low Risk
uid_021221d6,1,0.19285887,0.1595388019826104,13,2,0.0,0.0,0.0,0.41750000000000004,5,3,mobile,email,Low Risk
uid_021adf46,1,0.99912995,0.9181635568039888,55,3,0.0,0.0,0.0,0.44400000000000006,2,2,mobile,tiktok,High Risk
uid_0221377e,1,0.9985399,0.9928405319784408,102,1,0.0,0.0,0.0,0.59,2,1,mobile,referral,High Risk
uid_0224c3f7,1,0.9988387,0.9992391207763283,117,2,0.0,0.0,0.0,0.475,2,1,mobile,instagram,High Risk
uid_0231f5b6,1,0.3965976,0.6008684724895099,27,3,0.0,0.0,0.0,0.4720000000000001,4,5,mobile,google,Low Risk
uid_0236139e,1,0.13886006,0.03418939704913752,1,1,0.0,0.0,0.0,0.22,2,2,mobile,instagram,Low Risk
uid_02362d74,0,0.08104027,0.030066940938685994,0,1,0.0,0.0,0.0,0.5525,5,5,desktop,email,Low Risk
uid_0239837e,1,0.19752575,0.07244140261703619,1,2,0.0,0.0,0.0,0.4225,5,3,mobile,direct,Low Risk
uid_023ea9de,0,0.2574085,0.3085692907501954,21,2,0.0,0.0,0.0,0.3666666666666667,4,4,mobile,google,Low Risk
uid_024063dc,1,0.29881212,0.26514808925524497,21,2,0.0,0.0,0.0,0.2,5,3,mobile,email,Low Risk
uid_02438f93,0,0.22023076,0.15356137777969775,15,2,0.0,0.0,0.0,0.41000000000000003,4,4,desktop,referral,Low Risk
uid_02473220,1,0.99898237,0.7210959750432464,51,1,0.0,0.0,0.0,0.3,4,4,mobile,google,High Risk
uid_02486fea,1,0.9991424,0.9503708851215734,55,4,0.0,0.0,0.0,0.33499999999999996,2,2,mobile,instagram,High Risk
uid_024c207e,1,0.4075716,0.3809585129105509,18,4,0.0,0.0,0.0,0.38833333333333336,2,3,mobile,email,Medium Risk
uid_024e90b5,0,0.22130074,0.45970611745086376,30,1,0.0,0.0,0.0,0.54,5,4,tablet,direct,Low Risk
uid_025119c0,1,0.9987784,0.9991830303243102,129,1,0.0,0.0,0.0,0.5,4,5,desktop,google,High Risk
uid_025423b8,0,0.13890254,0.21399235536376926,26,1,0.0,0.0,0.0,0.48,2,2,mobile,instagram,Low Risk
uid_0254d172,1,0.21194153,0.15172666866025553,8,2,0.0,0.0,0.0,0.4425,4,5,mobile,direct,Low Risk
uid_0257aa85,1,0.67193794,0.7038464000555618,29,3,0.0,0.0,0.0,0.50625,5,5,mobile,direct,Medium Risk
uid_025b6d89,0,0.26354566,0.22578868632152427,16,2,0.0,0.0,0.0,0.5366666666666666,4,4,mobile,google,Low Risk
uid_0260ca6d,1,0.32812008,0.3672015717335711,18,3,0.0,0.0,0.0,0.358,2,4,tablet,instagram,Low Risk
uid_02623d1d,0,0.1405035,0.1671171309781101,21,1,0.0,0.0,0.0,0.315,5,5,mobile,email,Low Risk
uid_026fc1ea,0,0.13786499,0.1413234822539661,10,2,0.0,0.0,0.0,0.5533333333333333,5,5,mobile,email,Low Risk
uid_027152d7,0,0.11376669,0.1223274643713077,18,1,0.0,0.0,0.0,0.34,2,1,mobile,instagram,Low Risk
uid_027e553a,1,0.9990382,0.9990892879844014,117,2,1.0,21.99,21.99,0.4957142857142857,4,4,mobile,google,High Risk
uid_0286139e,1,0.9988243,0.9536324813358551,75,1,0.0,0.0,0.0,0.5,5,5,mobile,direct,High Risk
uid_02863690,1,0.2027276,0.12786270046561976,8,2,0.0,0.0,0.0,0.27999999999999997,5,3,mobile,email,Low Risk
uid_028708e0,1,0.99900097,0.9992852498814059,121,2,0.0,0.0,0.0,0.2833333333333334,1,1,desktop,tiktok,High Risk
uid_02900348,1,0.99885476,0.9997937887835802,121,3,0.0,0.0,0.0,0.535,4,5,mobile,google,High Risk
uid_02938839,1,0.9418237,0.4733258102587375,6,5,0.0,0.0,0.0,0.37000000000000005,2,2,mobile,instagram,High Risk
uid_029392ae,1,0.99902296,0.9995611551272858,108,4,0.0,0.0,0.0,0.31428571428571433,2,4,mobile,instagram,High Risk
uid_029f4149,0,0.07100654,0.06797914777563875,12,1,0.0,0.0,0.0,0.37,1,1,mobile,instagram,Low Risk
uid_02a914ea,1,0.999,0.999983250083854,174,1,0.0,0.0,0.0,0.23,2,2,mobile,instagram,High Risk
uid_02b57c41,1,0.99881685,0.6631968601222743,48,1,0.0,0.0,0.0,0.495,2,2,tablet,instagram,High Risk
uid_02b641b2,1,0.99908566,0.9391996276328807,69,2,0.0,0.0,0.0,0.3633333333333333,4,4,mobile,referral,High Risk
uid_02ba3074,1,0.99923444,0.9999625274954513,148,3,0.0,0.0,0.0,0.4133333333333333,2,2,mobile,tiktok,High Risk
uid_02bf2705,1,0.999067,0.9936870264255482,85,3,0.0,0.0,0.0,0.3525,4,5,mobile,instagram,High Risk
uid_02c105ee,0,0.09421025,0.045358007162803464,3,1,0.0,0.0,0.0,0.265,4,5,mobile,google,Low Risk
uid_02cc8864,1,0.99885297,0.9994100164001448,131,1,0.0,0.0,0.0,0.395,5,5,mobile,email,High Risk
uid_02d9950d,1,0.9989831,0.9999849154893837,175,1,0.0,0.0,0.0,0.54,2,2,mobile,tiktok,High Risk
uid_02e26888,1,0.4449362,0.5475159459324859,33,2,0.0,0.0,0.0,0.51,2,1,desktop,instagram,Medium Risk
uid_02ecd4c9,0,0.28250486,0.4916850215311893,41,1,0.0,0.0,0.0,0.49,2,2,mobile,instagram,Low Risk
uid_02ef73bc,1,0.99903655,0.9980517392039473,118,1,0.0,0.0,0.0,0.315,3,3,mobile,email,High Risk
uid_02f06a7c,0,0.26146662,0.26372155869044484,19,2,0.0,0.0,0.0,0.255,4,4,mobile,google,Low Risk
uid_02f5b5cc,1,0.99889636,0.998649758399088,122,1,0.0,0.0,0.0,0.36,2,5,desktop,instagram,High Risk
uid_02f77ffb,1,0.9987998,0.9989097698574387,111,1,1.0,23.99,23.99,0.31,5,3,desktop,email,High Risk
uid_030142cc,1,0.9992524,0.9901544831673128,69,4,0.0,0.0,0.0,0.40714285714285714,4,5,mobile,referral,High Risk
uid_03040a7d,0,0.07217228,0.04054185618601049,3,1,0.0,0.0,0.0,0.35333333333333333,2,2,mobile,instagram,Low Risk
uid_03086cd9,0,0.15097435,0.253491578784151,26,1,0.0,0.0,0.0,0.36,5,2,mobile,email,Low Risk
uid_030cfa42,1,0.999268,0.9999549827928984,147,2,0.0,0.0,0.0,0.41250000000000003,4,4,desktop,direct,High Risk
uid_030ea0ce,1,0.2612141,0.182732321442705,6,3,0.0,0.0,0.0,0.50375,5,4,mobile,direct,Low Risk
uid_031e52d9,1,0.9994961,0.9976279385064097,82,5,1.0,49.98,49.98,0.4681818181818182,5,5,mobile,direct,High Risk
uid_03201b4c,1,0.99897015,0.9997761776520318,142,1,0.0,0.0,0.0,0.4533333333333333,5,5,desktop,direct,High Risk
uid_03231d2f,0,0.1084894,0.037264483988092394,1,1,0.0,0.0,0.0,0.45999999999999996,2,2,desktop,tiktok,Low Risk
uid_03352e0c,1,0.99896514,0.9949967702110344,101,2,0.0,0.0,0.0,0.47,3,4,mobile,email,High Risk
uid_03392e4f,1,0.9990207,0.9762858335420932,76,2,0.0,0.0,0.0,0.505,4,4,mobile,google,High Risk
uid_033c650b,1,0.99899524,0.98569488551901,95,1,0.0,0.0,0.0,0.13,2,0,mobile,tiktok,High Risk
uid_03464e02,1,0.23233491,0.21491836204153628,15,2,0.0,0.0,0.0,0.48600000000000004,5,2,mobile,email,Low Risk
uid_034d7ce4,1,0.29855397,0.343297680614028,15,3,0.0,0.0,0.0,0.3125,4,3,tablet,google,Low Risk
uid_0357fc9c,1,0.99913436,0.8426631034317842,57,2,0.0,0.0,0.0,0.35666666666666663,2,2,mobile,instagram,High Risk
uid_03582418,1,0.9989881,0.98374827239332,74,3,0.0,0.0,0.0,0.48,2,1,mobile,instagram,High Risk
uid_035afe63,0,0.1636034,0.0804519870649868,7,2,0.0,0.0,0.0,0.442,2,2,desktop,instagram,Low Risk
uid_035cdae8,1,0.2310301,0.12478086411501804,0,3,0.0,0.0,0.0,0.27,2,2,desktop,instagram,Low Risk
uid_036117b5,0,0.22670859,0.26860944404946535,22,2,0.0,0.0,0.0,0.28500000000000003,2,5,desktop,instagram,Low Risk
uid_0362bfa5,0,0.097660445,0.04169527341911691,2,1,0.0,0.0,0.0,0.615,4,3,mobile,referral,Low Risk
uid_03733d00,1,0.23648001,0.2865616535944413,20,2,0.0,0.0,0.0,0.37333333333333335,2,1,mobile,instagram,Low Risk
uid_038a0764,1,0.1048154,0.07742121352542075,12,1,0.0,0.0,0.0,0.45999999999999996,4,4,desktop,email,Low Risk
uid_038a37fc,1,0.9991798,0.9999205794772323,147,2,0.0,0.0,0.0,0.385,5,3,mobile,email,High Risk
uid_038a93fc,0,0.07767198,0.04903595569803775,3,1,0.0,0.0,0.0,0.375,4,4,desktop,google,Low Risk
uid_0394471e,1,0.9991708,0.9992992018728488,117,2,0.0,0.0,0.0,0.526,5,5,mobile,email,High Risk
uid_039580bb,1,0.9987846,0.9999536841618104,165,1,0.0,0.0,0.0,0.3,2,1,mobile,instagram,High Risk
uid_03984ed9,0,0.08103908,0.07190641398839967,12,1,0.0,0.0,0.0,0.46,1,1,desktop,instagram,Low Risk
uid_039e7f3c,1,0.9990189,0.9999545156575538,158,1,0.0,0.0,0.0,0.44,5,3,mobile,direct,High Risk
uid_03a3469e,1,0.22777209,0.4514513685417805,36,1,0.0,0.0,0.0,0.21999999999999997,4,2,mobile,google,Low Risk
uid_03ac3795,1,0.999047,0.6731937193547947,50,1,0.0,0.0,0.0,0.33,2,2,mobile,tiktok,High Risk
uid_03aca657,1,0.20164436,0.382359306011859,10,2,1.0,43.98,43.98,0.5085714285714286,5,5,desktop,email,Low Risk
uid_03acc73f,1,0.9994473,0.9656621880922449,50,5,0.0,0.0,0.0,0.399,2,1,mobile,instagram,High Risk
uid_03ae74b8,1,0.9989988,0.6205045560175434,50,1,0.0,0.0,0.0,0.11,1,2,mobile,instagram,High Risk
uid_03b072e6,0,0.21974692,0.1992513441913274,12,2,0.0,0.0,0.0,0.365,4,3,mobile,direct,Low Risk
uid_03b8207d,1,0.99960285,0.9978552778900621,82,5,0.0,0.0,0.0,0.35571428571428576,2,2,tablet,instagram,High Risk
uid_03b86416,1,0.99921644,0.9968372585384939,100,2,0.0,0.0,0.0,0.296,5,2,mobile,email,High Risk
uid_03be8b7b,1,0.99887294,0.9999239647449881,158,1,0.0,0.0,0.0,0.38000000000000006,5,3,mobile,email,High Risk
uid_03caf2cd,1,0.99895275,0.9999829586754587,173,1,0.0,0.0,0.0,0.13,2,2,desktop,instagram,High Risk
uid_03d3084a,1,0.46387193,0.6060139953177285,26,4,0.0,0.0,0.0,0.34714285714285714,2,2,desktop,instagram,Medium Risk
uid_03d4398e,1,0.1959642,0.08123453881981767,3,2,0.0,0.0,0.0,0.615,4,4,mobile,google,Low Risk
uid_03d4aa6c,1,0.9987866,0.9996316423881719,139,1,0.0,0.0,0.0,0.43,1,1,mobile,instagram,High Risk
uid_03d61b7a,1,0.99864,0.9934026540891555,95,1,0.0,0.0,0.0,0.635,5,4,mobile,direct,High Risk
uid_03da1c2b,1,0.9990336,0.9997094037434716,129,2,0.0,0.0,0.0,0.544,5,5,mobile,direct,High Risk
uid_03dcb9e3,1,0.9992003,0.9681100828311098,77,2,0.0,0.0,0.0,0.395,2,2,mobile,instagram,High Risk
uid_03df57dd,0,0.20273256,0.28455536936984027,37,1,0.0,0.0,0.0,0.4966666666666666,3,5,mobile,email,Low Risk
uid_03e36c0c,1,0.99920696,0.8073404633828393,47,2,0.0,0.0,0.0,0.38666666666666666,5,5,mobile,direct,High Risk
uid_03f5b931,1,0.9989711,0.9967434794600359,111,1,0.0,0.0,0.0,0.385,1,0,desktop,instagram,High Risk
uid_03f6f366,0,0.20899238,0.16449999022517484,16,2,0.0,0.0,0.0,0.3133333333333333,2,0,mobile,instagram,Low Risk
uid_03ff0a29,0,0.13969854,0.029132513224769476,1,1,0.0,0.0,0.0,0.1,1,2,desktop,instagram,Low Risk
uid_04001d2c,1,0.9989736,0.985579043074997,82,2,0.0,0.0,0.0,0.47000000000000003,2,1,mobile,instagram,High Risk
uid_0406679d,1,0.28429174,0.3403371916905964,14,3,0.0,0.0,0.0,0.265,5,4,mobile,email,Low Risk
uid_04068ba9,1,0.15070646,0.19861442549184213,19,2,1.0,71.97,71.97,0.62,5,5,tablet,email,Low Risk
uid_0415d63c,0,0.28575048,0.30338145618408474,23,2,1.0,22.99,22.99,0.51,5,5,mobile,email,Low Risk
uid_0417a0bd,1,0.9989635,0.9996782649550111,137,1,0.0,0.0,0.0,0.6,5,3,mobile,email,High Risk
uid_04277ad3,0,0.32008174,0.5119649490282908,31,2,0.0,0.0,0.0,0.406,5,5,mobile,email,Low Risk
uid_042a4b27,1,0.99921024,0.995302486677471,99,2,0.0,0.0,0.0,0.45999999999999996,2,2,desktop,instagram,High Risk
uid_04359a81,1,0.99884665,0.9966782901349723,112,1,0.0,0.0,0.0,0.24,1,1,mobile,tiktok,High Risk
uid_04418ff5,1,0.99910516,0.9999640788786628,154,2,0.0,0.0,0.0,0.43500000000000005,4,5,desktop,google,High Risk
uid_0448ca85,1,0.4232292,0.5292760231778406,22,3,0.0,0.0,0.0,0.44571428571428573,5,5,desktop,email,Medium Risk
uid_0449c823,1,0.42297667,0.4691112072967497,31,2,0.0,0.0,0.0,0.49250000000000005,2,1,mobile,google,Medium Risk
uid_04600fcb,1,0.9988121,0.9998520313179969,150,1,0.0,0.0,0.0,0.43,5,5,mobile,email,High Risk
uid_04663f04,1,0.99908066,0.940440942910555,65,2,1.0,22.99,22.99,0.4183333333333333,5,5,mobile,direct,High Risk
uid_046986f6,1,0.9993036,0.9681903959874457,56,4,0.0,0.0,0.0,0.378,4,5,mobile,google,High Risk
uid_046d294e,0,0.14267395,0.26838938548990027,27,1,0.0,0.0,0.0,0.36,4,5,mobile,google,Low Risk
uid_046fff64,0,0.46990043,0.5747911355523748,29,3,0.0,0.0,0.0,0.32875,4,3,mobile,email,Medium Risk
uid_047f2729,0,0.17382154,0.04994238187888004,0,2,0.0,0.0,0.0,0.4983333333333333,5,5,mobile,email,Low Risk
uid_0484358f,0,0.0967645,0.03882746791740261,1,1,0.0,0.0,0.0,0.41,5,5,mobile,email,Low Risk
uid_04916134,1,0.9991992,0.9987933470262977,106,3,0.0,0.0,0.0,0.404,5,5,mobile,direct,High Risk
uid_049884ff,0,0.3676755,0.5194559852503183,24,3,0.0,0.0,0.0,0.47000000000000003,4,5,mobile,google,Low Risk
uid_049bbb81,0,0.15687808,0.0923654246778963,5,2,0.0,0.0,0.0,0.5,5,4,mobile,email,Low Risk
uid_04a35e1f,1,0.9807015,0.7607005803476483,45,2,0.0,0.0,0.0,0.43333333333333335,2,1,mobile,instagram,High Risk
uid_04a8d0d5,0,0.22861798,0.4440263368118562,36,1,0.0,0.0,0.0,0.195,4,5,mobile,google,Low Risk
uid_04adae99,1,0.9982856,0.6821037625333767,58,1,0.0,0.0,0.0,0.48,5,5,mobile,email,High Risk
uid_04b5020b,0,0.111626945,0.09808877745001122,14,1,0.0,0.0,0.0,0.585,5,5,mobile,email,Low Risk
uid_04b81fbd,0,0.13462475,0.18296410813194885,23,1,0.0,0.0,0.0,0.445,2,2,mobile,instagram,Low Risk
uid_04b9f3b5,1,0.99879223,0.9999631806607797,162,1,0.0,0.0,0.0,0.26,5,2,mobile,email,High Risk
uid_04bf480e,1,0.9991848,0.9957032311598857,80,4,1.0,21.99,21.99,0.5290909090909092,5,5,desktop,email,High Risk
uid_04c02ac9,0,0.12033344,0.1310102563824808,13,1,0.0,0.0,0.0,0.776,5,4,mobile,email,Low Risk
uid_04c6ac45,1,0.9992028,0.9999305630947194,145,2,0.0,0.0,0.0,0.4633333333333334,4,3,desktop,google,High Risk
uid_04d38829,0,0.100083634,0.13907213498359888,19,1,0.0,0.0,0.0,0.48,2,2,tablet,instagram,Low Risk
uid_04d421c4,1,0.999161,0.7659819592396584,51,2,0.0,0.0,0.0,0.3566666666666667,2,2,mobile,instagram,High Risk
uid_04d776a3,1,0.9988475,0.9700504493438994,85,1,1.0,21.99,21.99,0.6174999999999999,4,4,desktop,google,High Risk
uid_04dc7092,1,0.9990895,0.9986566283256075,111,3,0.0,0.0,0.0,0.5816666666666667,4,4,mobile,referral,High Risk
uid_04e3c81e,1,0.35130343,0.3669311453259443,29,2,0.0,0.0,0.0,0.5716666666666667,4,4,desktop,google,Low Risk
uid_04e805b3,1,0.9994997,0.9878232808567475,59,5,0.0,0.0,0.0,0.39999999999999997,2,0,mobile,instagram,High Risk
uid_04f192fe,1,0.99894994,0.8789769464144184,66,1,0.0,0.0,0.0,0.28,3,3,desktop,referral,High Risk
uid_04f39df5,1,0.99923766,0.9991494299854156,108,3,0.0,0.0,0.0,0.35750000000000004,2,1,mobile,instagram,High Risk
uid_0505bb88,1,0.9991559,0.879479201017607,54,2,0.0,0.0,0.0,0.3775,4,5,mobile,google,High Risk
uid_05099e89,1,0.9478106,0.90219370535938,43,4,0.0,0.0,0.0,0.47375,4,4,mobile,google,High Risk
uid_050c9a8e,1,0.9992175,0.9991682923582784,117,2,0.0,0.0,0.0,0.4433333333333333,2,0,mobile,instagram,High Risk
uid_0518e0d1,1,0.9990938,0.9974643018941739,87,4,1.0,42.99,42.99,0.5025,5,5,mobile,email,High Risk
uid_05192ed8,0,0.55086577,0.7084322315864583,29,4,0.0,0.0,0.0,0.44800000000000006,2,2,mobile,instagram,Medium Risk
