week_end_date,week_index,market,region,channel,brand,acv_distribution
2023-01-07,0,Chicago,Midwest,Mass,Suave,0.9108
2023-01-07,0,Chicago,Midwest,Mass,Pantene,0.8756
2023-01-07,0,Chicago,Midwest,Mass,Private Label,0.8478
2023-01-07,0,Chicago,Midwest,Drug,Luminos,0.5869
2023-01-07,0,Chicago,Midwest,Drug,Dove,0.9539
2023-01-07,0,Chicago,Midwest,Drug,Suave,0.9002
2023-01-07,0,Chicago,Midwest,Drug,Pantene,0.9046
2023-01-07,0,Chicago,Midwest,Drug,Private Label,0.8432
2023-01-07,0,Houston,South,Food,Luminos,0.7233
2023-01-07,0,Houston,South,Food,Dove,0.9623
2023-01-07,0,Houston,South,Food,Suave,0.9243
2023-01-07,0,Houston,South,Food,Pantene,0.8922
2023-01-07,0,Houston,South,Food,Private Label,0.8537
2023-01-07,0,Houston,South,Mass,Luminos,0.7254
2023-01-07,0,Houston,South,Mass,Dove,0.9388
2023-01-07,0,Houston,South,Mass,Suave,0.9037
2023-01-07,0,Houston,South,Mass,Pantene,0.9038
2023-01-07,0,Houston,South,Mass,Private Label,0.8504
2023-01-07,0,Houston,South,Drug,Luminos,0.5998
2023-01-07,0,Houston,South,Drug,Dove,0.9256
2023-01-07,0,Houston,South,Drug,Suave,0.9017
2023-01-07,0,Houston,South,Drug,Pantene,0.8947
2023-01-07,0,Houston,South,Drug,Private Label,0.8531
2023-01-07,0,Philadelphia,Northeast,Food,Luminos,0.7212
2023-01-07,0,Philadelphia,Northeast,Food,Dove,0.9309
2023-01-07,0,Philadelphia,Northeast,Food,Suave,0.924
2023-01-07,0,Philadelphia,Northeast,Food,Pantene,0.8942
2023-01-07,0,Philadelphia,Northeast,Food,Private Label,0.8477
2023-01-07,0,Philadelphia,Northeast,Mass,Luminos,0.7268
2023-01-07,0,Philadelphia,Northeast,Mass,Dove,0.9199
2023-01-07,0,Philadelphia,Northeast,Mass,Suave,0.9096
2023-01-07,0,Philadelphia,Northeast,Mass,Pantene,0.8961
2023-01-07,0,Philadelphia,Northeast,Mass,Private Label,0.8469
2023-01-07,0,Philadelphia,Northeast,Drug,Luminos,0.6103
2023-01-07,0,Philadelphia,Northeast,Drug,Dove,0.9442
2023-01-07,0,Philadelphia,Northeast,Drug,Suave,0.9067
2023-01-07,0,Philadelphia,Northeast,Drug,Pantene,0.8989
2023-01-07,0,Philadelphia,Northeast,Drug,Private Label,0.8544
2023-01-07,0,Phoenix,West,Food,Luminos,0.7064
2023-01-07,0,Phoenix,West,Food,Dove,0.9396
2023-01-07,0,Phoenix,West,Food,Suave,0.9063
2023-01-07,0,Phoenix,West,Food,Pantene,0.9181
2023-01-07,0,Phoenix,West,Food,Private Label,0.8568
2023-01-07,0,Phoenix,West,Mass,Luminos,0.7133
2023-01-07,0,Phoenix,West,Mass,Dove,0.9341
2023-01-07,0,Phoenix,West,Mass,Suave,0.9108
2023-01-07,0,Phoenix,West,Mass,Pantene,0.8869
2023-01-07,0,Phoenix,West,Mass,Private Label,0.8587
2023-01-07,0,Phoenix,West,Drug,Luminos,0.6033
2023-01-07,0,Phoenix,West,Drug,Dove,0.9422
2023-01-07,0,Phoenix,West,Drug,Suave,0.8939
2023-01-07,0,Phoenix,West,Drug,Pantene,0.9071
2023-01-07,0,Phoenix,West,Drug,Private Label,0.8324
2023-01-07,0,San Antonio,South,Food,Luminos,0.7231
2023-01-07,0,San Antonio,South,Food,Dove,0.9274
2023-01-07,0,San Antonio,South,Food,Suave,0.9111
2023-01-07,0,San Antonio,South,Food,Pantene,0.9086
2023-01-07,0,San Antonio,South,Food,Private Label,0.8501
2023-01-07,0,San Antonio,South,Mass,Luminos,0.7249
2023-01-07,0,San Antonio,South,Mass,Dove,0.9553
2023-01-07,0,San Antonio,South,Mass,Suave,0.9127
2023-01-07,0,San Antonio,South,Mass,Pantene,0.886
2023-01-07,0,San Antonio,South,Mass,Private Label,0.8638
2023-01-07,0,San Antonio,South,Drug,Luminos,0.5992
2023-01-07,0,San Antonio,South,Drug,Dove,0.9378
2023-01-07,0,San Antonio,South,Drug,Suave,0.8955
2023-01-07,0,San Antonio,South,Drug,Pantene,0.8925
2023-01-07,0,San Antonio,South,Drug,Private Label,0.8447
2023-01-07,0,Dallas,South,Food,Luminos,0.7195
2023-01-07,0,Dallas,South,Food,Dove,0.943
2023-01-07,0,Dallas,South,Food,Suave,0.894
2023-01-07,0,Dallas,South,Food,Pantene,0.9005
2023-01-07,0,Dallas,South,Food,Private Label,0.8477
2023-01-07,0,Dallas,South,Mass,Luminos,0.7124
2023-01-07,0,Dallas,South,Mass,Dove,0.9511
2023-01-07,0,Dallas,South,Mass,Suave,0.9067
2023-01-07,0,Dallas,South,Mass,Pantene,0.8884
2023-01-07,0,Dallas,South,Mass,Private Label,0.8454
2023-01-07,0,Dallas,South,Drug,Luminos,0.6088
2023-01-07,0,Dallas,South,Drug,Dove,0.9409
2023-01-07,0,Dallas,South,Drug,Suave,0.911
2023-01-07,0,Dallas,South,Drug,Pantene,0.8852
2023-01-07,0,Dallas,South,Drug,Private Label,0.8676
2023-01-07,0,Detroit,Midwest,Food,Luminos,0.7307
2023-01-07,0,Detroit,Midwest,Food,Dove,0.9224
2023-01-07,0,Detroit,Midwest,Food,Suave,0.9096
2023-01-07,0,Detroit,Midwest,Food,Pantene,0.8995
2023-01-07,0,Detroit,Midwest,Food,Private Label,0.8305
2023-01-07,0,Detroit,Midwest,Mass,Luminos,0.7185
2023-01-07,0,Detroit,Midwest,Mass,Dove,0.935
2023-01-07,0,Detroit,Midwest,Mass,Suave,0.9163
2023-01-07,0,Detroit,Midwest,Mass,Pantene,0.8689
2023-01-07,0,Detroit,Midwest,Mass,Private Label,0.836
2023-01-07,0,Detroit,Midwest,Drug,Luminos,0.5947
2023-01-07,0,Detroit,Midwest,Drug,Dove,0.9473
2023-01-07,0,Detroit,Midwest,Drug,Suave,0.9165
2023-01-07,0,Detroit,Midwest,Drug,Pantene,0.8922
2023-01-07,0,Detroit,Midwest,Drug,Private Label,0.8481
2023-01-07,0,Seattle,West,Food,Luminos,0.7226
2023-01-07,0,Seattle,West,Food,Dove,0.9483
2023-01-07,0,Seattle,West,Food,Suave,0.9236
2023-01-07,0,Seattle,West,Food,Pantene,0.8704
2023-01-07,0,Seattle,West,Food,Private Label,0.8556
2023-01-07,0,Seattle,West,Mass,Luminos,0.7161
2023-01-07,0,Seattle,West,Mass,Dove,0.9304
2023-01-07,0,Seattle,West,Mass,Suave,0.9108
2023-01-07,0,Seattle,West,Mass,Pantene,0.895
2023-01-07,0,Seattle,West,Mass,Private Label,0.8555
2023-01-07,0,Seattle,West,Drug,Luminos,0.5988
2023-01-07,0,Seattle,West,Drug,Dove,0.932
2023-01-07,0,Seattle,West,Drug,Suave,0.9121
2023-01-07,0,Seattle,West,Drug,Pantene,0.9024
2023-01-07,0,Seattle,West,Drug,Private Label,0.8451
2023-01-14,1,New York,Northeast,Food,Luminos,0.7195
2023-01-14,1,New York,Northeast,Food,Dove,0.9361
2023-01-14,1,New York,Northeast,Food,Suave,0.9162
2023-01-14,1,New York,Northeast,Food,Pantene,0.9007
2023-01-14,1,New York,Northeast,Food,Private Label,0.8394
2023-01-14,1,New York,Northeast,Mass,Luminos,0.7155
2023-01-14,1,New York,Northeast,Mass,Dove,0.9379
2023-01-14,1,New York,Northeast,Mass,Suave,0.9138
2023-01-14,1,New York,Northeast,Mass,Pantene,0.8923
2023-01-14,1,New York,Northeast,Mass,Private Label,0.85
2023-01-14,1,New York,Northeast,Drug,Luminos,0.6024
2023-01-14,1,New York,Northeast,Drug,Dove,0.9296
2023-01-14,1,New York,Northeast,Drug,Suave,0.9005
2023-01-14,1,New York,Northeast,Drug,Pantene,0.8803
2023-01-14,1,New York,Northeast,Drug,Private Label,0.8603
2023-01-14,1,Los Angeles,West,Food,Luminos,0.7237
2023-01-14,1,Los Angeles,West,Food,Dove,0.928
2023-01-14,1,Los Angeles,West,Food,Suave,0.9114
2023-01-14,1,Los Angeles,West,Food,Pantene,0.8879
2023-01-14,1,Los Angeles,West,Food,Private Label,0.8559
2023-01-14,1,Los Angeles,West,Mass,Luminos,0.7232
2023-01-14,1,Los Angeles,West,Mass,Dove,0.9552
2023-01-14,1,Los Angeles,West,Mass,Suave,0.912
2023-01-14,1,Los Angeles,West,Mass,Pantene,0.8762
2023-01-14,1,Los Angeles,West,Mass,Private Label,0.8445
2023-01-14,1,Los Angeles,West,Drug,Luminos,0.593
2023-01-14,1,Los Angeles,West,Drug,Dove,0.9399
2023-01-14,1,Los Angeles,West,Drug,Suave,0.9111
2023-01-14,1,Los Angeles,West,Drug,Pantene,0.9111
2023-01-14,1,Los Angeles,West,Drug,Private Label,0.8632
2023-01-14,1,Chicago,Midwest,Food,Luminos,0.724
2023-01-14,1,Chicago,Midwest,Food,Dove,0.9437
2023-01-14,1,Chicago,Midwest,Food,Suave,0.9183
2023-01-14,1,Chicago,Midwest,Food,Pantene,0.8886
2023-01-14,1,Chicago,Midwest,Food,Private Label,0.8367
2023-01-14,1,Chicago,Midwest,Mass,Luminos,0.7158
2023-01-14,1,Chicago,Midwest,Mass,Dove,0.9391
2023-01-14,1,Chicago,Midwest,Mass,Suave,0.9102
2023-01-14,1,Chicago,Midwest,Mass,Pantene,0.8769
2023-01-14,1,Chicago,Midwest,Mass,Private Label,0.8582
2023-01-14,1,Chicago,Midwest,Drug,Luminos,0.6036
2023-01-14,1,Chicago,Midwest,Drug,Dove,0.9371
2023-01-14,1,Chicago,Midwest,Drug,Suave,0.9173
2023-01-14,1,Chicago,Midwest,Drug,Pantene,0.8996
2023-01-14,1,Chicago,Midwest,Drug,Private Label,0.854
2023-01-14,1,Houston,South,Food,Luminos,0.7165
2023-01-14,1,Houston,South,Food,Dove,0.9295
2023-01-14,1,Houston,South,Food,Suave,0.9033
2023-01-14,1,Houston,South,Food,Pantene,0.8892
2023-01-14,1,Houston,South,Food,Private Label,0.8411
2023-01-14,1,Houston,South,Mass,Luminos,0.725
2023-01-14,1,Houston,South,Mass,Dove,0.9426
2023-01-14,1,Houston,South,Mass,Suave,0.9157
2023-01-14,1,Houston,South,Mass,Pantene,0.8844
2023-01-14,1,Houston,South,Mass,Private Label,0.858
2023-01-14,1,Houston,South,Drug,Luminos,0.5985
2023-01-14,1,Houston,South,Drug,Dove,0.9329
2023-01-14,1,Houston,South,Drug,Suave,0.9136
2023-01-14,1,Houston,South,Drug,Pantene,0.8985
2023-01-14,1,Houston,South,Drug,Private Label,0.8697
2023-01-14,1,Philadelphia,Northeast,Food,Luminos,0.7223
2023-01-14,1,Philadelphia,Northeast,Food,Dove,0.9416
2023-01-14,1,Philadelphia,Northeast,Food,Suave,0.9117
2023-01-14,1,Philadelphia,Northeast,Food,Pantene,0.8918
2023-01-14,1,Philadelphia,Northeast,Food,Private Label,0.8366
2023-01-14,1,Philadelphia,Northeast,Mass,Luminos,0.7185
2023-01-14,1,Philadelphia,Northeast,Mass,Dove,0.9337
2023-01-14,1,Philadelphia,Northeast,Mass,Suave,0.9324
2023-01-14,1,Philadelphia,Northeast,Mass,Pantene,0.889
2023-01-14,1,Philadelphia,Northeast,Mass,Private Label,0.8618
2023-01-14,1,Philadelphia,Northeast,Drug,Luminos,0.6052
2023-01-14,1,Philadelphia,Northeast,Drug,Dove,0.9536
2023-01-14,1,Philadelphia,Northeast,Drug,Suave,0.9073
2023-01-14,1,Philadelphia,Northeast,Drug,Pantene,0.8925
2023-01-14,1,Philadelphia,Northeast,Drug,Private Label,0.848
2023-01-14,1,Phoenix,West,Food,Luminos,0.7166
2023-01-14,1,Phoenix,West,Food,Dove,0.9406
2023-01-14,1,Phoenix,West,Food,Suave,0.9129
2023-01-14,1,Phoenix,West,Food,Pantene,0.882
2023-01-14,1,Phoenix,West,Food,Private Label,0.8598
2023-01-14,1,Phoenix,West,Mass,Luminos,0.7192
2023-01-14,1,Phoenix,West,Mass,Dove,0.9379
2023-01-14,1,Phoenix,West,Mass,Suave,0.9059
2023-01-14,1,Phoenix,West,Mass,Pantene,0.8901
2023-01-14,1,Phoenix,West,Mass,Private Label,0.8492
2023-01-14,1,Phoenix,West,Drug,Luminos,0.6049
2023-01-14,1,Phoenix,West,Drug,Dove,0.947
2023-01-14,1,Phoenix,West,Drug,Suave,0.9216
2023-01-14,1,Phoenix,West,Drug,Pantene,0.8892
2023-01-14,1,Phoenix,West,Drug,Private Label,0.8432
2023-01-14,1,San Antonio,South,Food,Luminos,0.721
2023-01-14,1,San Antonio,South,Food,Dove,0.9486
2023-01-14,1,San Antonio,South,Food,Suave,0.9207
2023-01-14,1,San Antonio,South,Food,Pantene,0.8965
2023-01-14,1,San Antonio,South,Food,Private Label,0.8455
2023-01-14,1,San Antonio,South,Mass,Luminos,0.7173
2023-01-14,1,San Antonio,South,Mass,Dove,0.9418
2023-01-14,1,San Antonio,South,Mass,Suave,0.9007
2023-01-14,1,San Antonio,South,Mass,Pantene,0.8972
2023-01-14,1,San Antonio,South,Mass,Private Label,0.8615
2023-01-14,1,San Antonio,South,Drug,Luminos,0.6012
2023-01-14,1,San Antonio,South,Drug,Dove,0.9367
2023-01-14,1,San Antonio,South,Drug,Suave,0.9191
2023-01-14,1,San Antonio,South,Drug,Pantene,0.8915
2023-01-14,1,San Antonio,South,Drug,Private Label,0.856
2023-01-14,1,Dallas,South,Food,Luminos,0.7141
2023-01-14,1,Dallas,South,Food,Dove,0.9456
2023-01-14,1,Dallas,South,Food,Suave,0.9154
2023-01-14,1,Dallas,South,Food,Pantene,0.9077
2023-01-14,1,Dallas,South,Food,Private Label,0.8572
2023-01-14,1,Dallas,South,Mass,Luminos,0.7128
2023-01-14,1,Dallas,South,Mass,Dove,0.9509
2023-01-14,1,Dallas,South,Mass,Suave,0.9104
2023-01-14,1,Dallas,South,Mass,Pantene,0.8933
2023-01-14,1,Dallas,South,Mass,Private Label,0.8377
2023-01-14,1,Dallas,South,Drug,Luminos,0.6005
2023-01-14,1,Dallas,South,Drug,Dove,0.9294
2023-01-14,1,Dallas,South,Drug,Suave,0.9185
2023-01-14,1,Dallas,South,Drug,Pantene,0.8913
2023-01-14,1,Dallas,South,Drug,Private Label,0.869
2023-01-14,1,Detroit,Midwest,Food,Luminos,0.7186
2023-01-14,1,Detroit,Midwest,Food,Dove,0.9339
2023-01-14,1,Detroit,Midwest,Food,Suave,0.9035
2023-01-14,1,Detroit,Midwest,Food,Pantene,0.8814
2023-01-14,1,Detroit,Midwest,Food,Private Label,0.8561
2023-01-14,1,Detroit,Midwest,Mass,Luminos,0.7164
2023-01-14,1,Detroit,Midwest,Mass,Dove,0.9235
2023-01-14,1,Detroit,Midwest,Mass,Suave,0.9168
2023-01-14,1,Detroit,Midwest,Mass,Pantene,0.8873
2023-01-14,1,Detroit,Midwest,Mass,Private Label,0.8494
2023-01-14,1,Detroit,Midwest,Drug,Luminos,0.6013
2023-01-14,1,Detroit,Midwest,Drug,Dove,0.9427
2023-01-14,1,Detroit,Midwest,Drug,Suave,0.8915
2023-01-14,1,Detroit,Midwest,Drug,Pantene,0.9117
2023-01-14,1,Detroit,Midwest,Drug,Private Label,0.8509
2023-01-14,1,Seattle,West,Food,Luminos,0.7176
2023-01-14,1,Seattle,West,Food,Dove,0.9351
2023-01-14,1,Seattle,West,Food,Suave,0.9124
2023-01-14,1,Seattle,West,Food,Pantene,0.8868
2023-01-14,1,Seattle,West,Food,Private Label,0.8365
2023-01-14,1,Seattle,West,Mass,Luminos,0.7231
2023-01-14,1,Seattle,West,Mass,Dove,0.929
2023-01-14,1,Seattle,West,Mass,Suave,0.9191
2023-01-14,1,Seattle,West,Mass,Pantene,0.8949
2023-01-14,1,Seattle,West,Mass,Private Label,0.8373
2023-01-14,1,Seattle,West,Drug,Luminos,0.5996
2023-01-14,1,Seattle,West,Drug,Dove,0.9301
2023-01-14,1,Seattle,West,Drug,Suave,0.9069
2023-01-14,1,Seattle,West,Drug,Pantene,0.9096
2023-01-14,1,Seattle,West,Drug,Private Label,0.8584
2023-01-21,2,New York,Northeast,Food,Luminos,0.7257
2023-01-21,2,New York,Northeast,Food,Dove,0.9415
2023-01-21,2,New York,Northeast,Food,Suave,0.9147
2023-01-21,2,New York,Northeast,Food,Pantene,0.8886
2023-01-21,2,New York,Northeast,Food,Private Label,0.8607
2023-01-21,2,New York,Northeast,Mass,Luminos,0.7149
2023-01-21,2,New York,Northeast,Mass,Dove,0.9487
2023-01-21,2,New York,Northeast,Mass,Suave,0.9252
2023-01-21,2,New York,Northeast,Mass,Pantene,0.8963
2023-01-21,2,New York,Northeast,Mass,Private Label,0.8641
2023-01-21,2,New York,Northeast,Drug,Luminos,0.6068
2023-01-21,2,New York,Northeast,Drug,Dove,0.9557
2023-01-21,2,New York,Northeast,Drug,Suave,0.9062
2023-01-21,2,New York,Northeast,Drug,Pantene,0.8982
2023-01-21,2,New York,Northeast,Drug,Private Label,0.838
2023-01-21,2,Los Angeles,West,Food,Luminos,0.7208
2023-01-21,2,Los Angeles,West,Food,Dove,0.9331
2023-01-21,2,Los Angeles,West,Food,Suave,0.9258
2023-01-21,2,Los Angeles,West,Food,Pantene,0.8846
2023-01-21,2,Los Angeles,West,Food,Private Label,0.8408
2023-01-21,2,Los Angeles,West,Mass,Luminos,0.7195
2023-01-21,2,Los Angeles,West,Mass,Dove,0.9309
2023-01-21,2,Los Angeles,West,Mass,Suave,0.9132
2023-01-21,2,Los Angeles,West,Mass,Pantene,0.8843
2023-01-21,2,Los Angeles,West,Mass,Private Label,0.842
2023-01-21,2,Los Angeles,West,Drug,Luminos,0.6109
2023-01-21,2,Los Angeles,West,Drug,Dove,0.9486
2023-01-21,2,Los Angeles,West,Drug,Suave,0.903
2023-01-21,2,Los Angeles,West,Drug,Pantene,0.8842
2023-01-21,2,Los Angeles,West,Drug,Private Label,0.8442
2023-01-21,2,Chicago,Midwest,Food,Luminos,0.7217
2023-01-21,2,Chicago,Midwest,Food,Dove,0.9466
2023-01-21,2,Chicago,Midwest,Food,Suave,0.9178
2023-01-21,2,Chicago,Midwest,Food,Pantene,0.8942
2023-01-21,2,Chicago,Midwest,Food,Private Label,0.8422
2023-01-21,2,Chicago,Midwest,Mass,Luminos,0.7113
2023-01-21,2,Chicago,Midwest,Mass,Dove,0.9384
2023-01-21,2,Chicago,Midwest,Mass,Suave,0.9282
2023-01-21,2,Chicago,Midwest,Mass,Pantene,0.9002
2023-01-21,2,Chicago,Midwest,Mass,Private Label,0.8479
2023-01-21,2,Chicago,Midwest,Drug,Luminos,0.5959
2023-01-21,2,Chicago,Midwest,Drug,Dove,0.9426
2023-01-21,2,Chicago,Midwest,Drug,Suave,0.9086
2023-01-21,2,Chicago,Midwest,Drug,Pantene,0.8861
2023-01-21,2,Chicago,Midwest,Drug,Private Label,0.847
2023-01-21,2,Houston,South,Food,Luminos,0.7272
2023-01-21,2,Houston,South,Food,Dove,0.9523
2023-01-21,2,Houston,South,Food,Suave,0.9119
2023-01-21,2,Houston,South,Food,Pantene,0.8995
2023-01-21,2,Houston,South,Food,Private Label,0.8555
2023-01-21,2,Houston,South,Mass,Luminos,0.7277
2023-01-21,2,Houston,South,Mass,Dove,0.9326
2023-01-21,2,Houston,South,Mass,Suave,0.9127
2023-01-21,2,Houston,South,Mass,Pantene,0.8911
2023-01-21,2,Houston,South,Mass,Private Label,0.8587
2023-01-21,2,Houston,South,Drug,Luminos,0.6018
2023-01-21,2,Houston,South,Drug,Dove,0.9407
2023-01-21,2,Houston,South,Drug,Suave,0.9161
2023-01-21,2,Houston,South,Drug,Pantene,0.8912
2023-01-21,2,Houston,South,Drug,Private Label,0.864
2023-01-21,2,Philadelphia,Northeast,Food,Luminos,0.7254
2023-01-21,2,Philadelphia,Northeast,Food,Dove,0.9203
2023-01-21,2,Philadelphia,Northeast,Food,Suave,0.9099
2023-01-21,2,Philadelphia,Northeast,Food,Pantene,0.8823
2023-01-21,2,Philadelphia,Northeast,Food,Private Label,0.8423
2023-01-21,2,Philadelphia,Northeast,Mass,Luminos,0.7265
2023-01-21,2,Philadelphia,Northeast,Mass,Dove,0.9419
2023-01-21,2,Philadelphia,Northeast,Mass,Suave,0.9164
2023-01-21,2,Philadelphia,Northeast,Mass,Pantene,0.8825
2023-01-21,2,Philadelphia,Northeast,Mass,Private Label,0.8721
2023-01-21,2,Philadelphia,Northeast,Drug,Luminos,0.604
2023-01-21,2,Philadelphia,Northeast,Drug,Dove,0.9402
2023-01-21,2,Philadelphia,Northeast,Drug,Suave,0.8944
2023-01-21,2,Philadelphia,Northeast,Drug,Pantene,0.9042
2023-01-21,2,Philadelphia,Northeast,Drug,Private Label,0.8511
2023-01-21,2,Phoenix,West,Food,Luminos,0.7233
2023-01-21,2,Phoenix,West,Food,Dove,0.9453
2023-01-21,2,Phoenix,West,Food,Suave,0.9091
2023-01-21,2,Phoenix,West,Food,Pantene,0.8999
2023-01-21,2,Phoenix,West,Food,Private Label,0.8554
2023-01-21,2,Phoenix,West,Mass,Luminos,0.7204
2023-01-21,2,Phoenix,West,Mass,Dove,0.928
2023-01-21,2,Phoenix,West,Mass,Suave,0.9125
2023-01-21,2,Phoenix,West,Mass,Pantene,0.8985
2023-01-21,2,Phoenix,West,Mass,Private Label,0.8453
2023-01-21,2,Phoenix,West,Drug,Luminos,0.5974
2023-01-21,2,Phoenix,West,Drug,Dove,0.9452
2023-01-21,2,Phoenix,West,Drug,Suave,0.9144
2023-01-21,2,Phoenix,West,Drug,Pantene,0.8935
2023-01-21,2,Phoenix,West,Drug,Private Label,0.8513
2023-01-21,2,San Antonio,South,Food,Luminos,0.7145
2023-01-21,2,San Antonio,South,Food,Dove,0.9418
2023-01-21,2,San Antonio,South,Food,Suave,0.923
2023-01-21,2,San Antonio,South,Food,Pantene,0.8708
2023-01-21,2,San Antonio,South,Food,Private Label,0.846
2023-01-21,2,San Antonio,South,Mass,Luminos,0.72
2023-01-21,2,San Antonio,South,Mass,Dove,0.9359
2023-01-21,2,San Antonio,South,Mass,Suave,0.9325
2023-01-21,2,San Antonio,South,Mass,Pantene,0.8906
2023-01-21,2,San Antonio,South,Mass,Private Label,0.8448
2023-01-21,2,San Antonio,South,Drug,Luminos,0.6053
2023-01-21,2,San Antonio,South,Drug,Dove,0.9408
2023-01-21,2,San Antonio,South,Drug,Suave,0.8935
2023-01-21,2,San Antonio,South,Drug,Pantene,0.8797
2023-01-21,2,San Antonio,South,Drug,Private Label,0.8517
2023-01-21,2,Dallas,South,Food,Luminos,0.72
2023-01-21,2,Dallas,South,Food,Dove,0.9473
2023-01-21,2,Dallas,South,Food,Suave,0.9181
2023-01-21,2,Dallas,South,Food,Pantene,0.886
2023-01-21,2,Dallas,South,Food,Private Label,0.8576
2023-01-21,2,Dallas,South,Mass,Luminos,0.715
2023-01-21,2,Dallas,South,Mass,Dove,0.9363
2023-01-21,2,Dallas,South,Mass,Suave,0.8952
2023-01-21,2,Dallas,South,Mass,Pantene,0.8902
2023-01-21,2,Dallas,South,Mass,Private Label,0.8442
2023-01-21,2,Dallas,South,Drug,Luminos,0.5984
2023-01-21,2,Dallas,South,Drug,Dove,0.9349
2023-01-21,2,Dallas,South,Drug,Suave,0.9194
2023-01-21,2,Dallas,South,Drug,Pantene,0.8856
2023-01-21,2,Dallas,South,Drug,Private Label,0.8677
2023-01-21,2,Detroit,Midwest,Food,Luminos,0.7217
2023-01-21,2,Detroit,Midwest,Food,Dove,0.946
2023-01-21,2,Detroit,Midwest,Food,Suave,0.9052
2023-01-21,2,Detroit,Midwest,Food,Pantene,0.8706
2023-01-21,2,Detroit,Midwest,Food,Private Label,0.8532
2023-01-21,2,Detroit,Midwest,Mass,Luminos,0.7205
2023-01-21,2,Detroit,Midwest,Mass,Dove,0.9603
2023-01-21,2,Detroit,Midwest,Mass,Suave,0.9095
2023-01-21,2,Detroit,Midwest,Mass,Pantene,0.8997
2023-01-21,2,Detroit,Midwest,Mass,Private Label,0.8635
2023-01-21,2,Detroit,Midwest,Drug,Luminos,0.6094
2023-01-21,2,Detroit,Midwest,Drug,Dove,0.9345
2023-01-21,2,Detroit,Midwest,Drug,Suave,0.8996
2023-01-21,2,Detroit,Midwest,Drug,Pantene,0.8888
2023-01-21,2,Detroit,Midwest,Drug,Private Label,0.8479
2023-01-21,2,Seattle,West,Food,Luminos,0.7222
2023-01-21,2,Seattle,West,Food,Dove,0.9348
2023-01-21,2,Seattle,West,Food,Suave,0.9004
2023-01-21,2,Seattle,West,Food,Pantene,0.8895
2023-01-21,2,Seattle,West,Food,Private Label,0.857
2023-01-21,2,Seattle,West,Mass,Luminos,0.7205
2023-01-21,2,Seattle,West,Mass,Dove,0.9458
2023-01-21,2,Seattle,West,Mass,Suave,0.9304
2023-01-21,2,Seattle,West,Mass,Pantene,0.8964
2023-01-21,2,Seattle,West,Mass,Private Label,0.8381
2023-01-21,2,Seattle,West,Drug,Luminos,0.5945
2023-01-21,2,Seattle,West,Drug,Dove,0.9241
2023-01-21,2,Seattle,West,Drug,Suave,0.8869
2023-01-21,2,Seattle,West,Drug,Pantene,0.8801
2023-01-21,2,Seattle,West,Drug,Private Label,0.8473
2023-01-28,3,New York,Northeast,Food,Luminos,0.7211
2023-01-28,3,New York,Northeast,Food,Dove,0.9394
2023-01-28,3,New York,Northeast,Food,Suave,0.8914
2023-01-28,3,New York,Northeast,Food,Pantene,0.8768
2023-01-28,3,New York,Northeast,Food,Private Label,0.8466
